# z=0.05 UV-based Robotham+11
0 0.05 20.611 0.0007 0.0007 0.0007 0.01
0 0.05 11.544 0.0004 0.0004 0.0004 0.01
0 0.05 8.640 0.0049 0.0014 0.0014 0.01
0 0.05 6.466 0.0147 0.0017 0.0017 0.01
0 0.05 4.839 0.0326 0.0028 0.0028 0.01
0 0.05 3.622 0.0740 0.0042 0.0042 0.01
0 0.05 2.711 0.1235 0.0052 0.0052 0.01
0 0.05 2.028 0.2118 0.0070 0.0070 0.01
0 0.05 1.518 0.3107 0.0087 0.0087 0.01
0 0.05 1.113 0.4507 0.0112 0.0112 0.01
0 0.05 0.850 0.5640 0.0140 0.0140 0.01
0 0.05 0.636 0.7246 0.0186 0.0186 0.01
0 0.05 0.476 0.8337 0.0235 0.0235 0.01
0 0.05 0.356 1.0438 0.0312 0.0312 0.01
0 0.05 0.267 1.2122 0.0403 0.0403 0.01
0 0.05 0.199 1.3437 0.0484 0.0484 0.01
0 0.05 0.149 1.4899 0.0624 0.0624 0.01
0 0.05 0.112 1.8835 0.0863 0.0863 0.01
0 0.05 0.084 1.6113 0.1199 0.1199 0.01
0 0.05 0.063 1.9389 0.1210 0.1210 0.01
0 0.05 0.047 2.1058 0.1554 0.1554 0.01
0 0.05 0.035 2.1441 0.1884 0.1884 0.01
0 0.05 0.026 1.9287 0.2448 0.2448 0.01
0 0.05 0.020 1.0907 0.2999 0.2999 0.01
0 0.05 0.015 2.4152 0.7257 0.7257 0.01
# z=0.3 IR-based Patel+13 and Gruppioni+13
2 0.3 116.953 0.0017 0.0007 0.0018 0.01
2 0.3 46.564 0.0129 0.0024 0.0030 0.01
2 0.3 18.541 0.0760 0.0105 0.0105 0.01
2 0.3 7.382 0.1742 0.0441 0.0602 0.01
2 0.3 2.948 0.1025 0.0567 0.1512 0.01
# z=0.06 IR-based Marchetti+16
2 0.06 15.634 0.0060 0.0035 0.0035 0.01
2 0.06 10.817 0.0100 0.0045 0.0045 0.01
2 0.06 7.313 0.0460 0.0096 0.0096 0.01
2 0.06 4.944 0.0764 0.0123 0.0123 0.01
2 0.06 3.343 0.1078 0.0149 0.0149 0.01
2 0.06 2.312 0.2773 0.0242 0.0242 0.01
2 0.06 1.563 0.3917 0.0297 0.0297 0.01
2 0.06 1.082 0.4931 0.0392 0.0392 0.01
2 0.06 0.731 0.6500 0.0504 0.0504 0.01
2 0.06 0.494 0.6652 0.0897 0.0897 0.01
2 0.06 0.334 0.5928 0.0876 0.0876 0.01
2 0.06 0.231 0.9145 0.1790 0.1790 0.01
2 0.06 0.156 0.6807 0.1790 0.1790 0.01
2 0.06 0.108 0.6965 0.2202 0.2202 0.01
